TransactionID,CustomerID,ProductID,TransactionDate,Quantity,Price
T01745,C0145,P006,2024-07-06 11:32:13,1,299.93
T01746,C0147,P096,2024-09-20 08:12:56,1,147.95
T01747,C0138,P040,2024-05-26 08:08:36,4,146.85
T01748,C0196,P100,2024-09-18 09:38:21,2,48.69
T01749,C0043,P059,2024-03-16 17:26:03,3,284.62
T01750,C0028,P096,2024-09-21 14:11:57,4,153.19
T01751,C0035,P074,2024-04-09 07:28:17,3,57.3
T01752,C0023,P095,2024-12-23 14:13:52,1,100.81
T01753,C0067,P042,2024-10-23 06:09:51,1,337.22
T01754,C0038,P095,2024-10-22 21:55:48,1,235.58
T01755,C0192,P005,2024-07-30 21:37:27,2,366.07
T01756,C0156,P080,2024-01-13 11:31:31,1,437.65
T01757,C0104,P051,2024-05-08 15:48:20,1,354.81
T01758,C0181,P096,2024-05-22 04:00:43,3,26.99
T01759,C0017,P033,2024-12-18 18:28:33,3,350.13
T01760,C0099,P024,2024-01-31 11:17:38,3,65.16
T01761,C0166,P050,2024-02-02 14:46:36,1,44.12
T01762,C0057,P032,2024-08-25 05:43:29,3,456.28
T01763,C0157,P017,2024-02-16 14:52:24,1,137.54
T01764,C0014,P079,2024-12-09 14:58:44,2,41.18
T01765,C0165,P056,2024-09-22 06:13:59,1,95.69
T01766,C0134,P089,2024-08-16 19:51:40,3,222.95
T01767,C0008,P011,2024-12-17 22:52:47,1,488.63
T01768,C0018,P025,2024-12-22 17:19:08,3,158.93
T01769,C0034,P062,2024-04-30 14:23:08,2,114.2
T01770,C0195,P079,2024-12-12 12:17:38,3,153.19
T01771,C0189,P026,2024-05-28 01:25:36,4,430.59
T01772,C0016,P040,2024-09-17 09:01:18,1,440.7
T01773,C0173,P045,2024-03-10 02:20:47,2,436.89
T01774,C0038,P043,2024-11-21 12:52:03,2,429.29
T01775,C0199,P080,2024-01-21 08:08:41,2,100.81
T01776,C0156,P030,2024-02-16 11:29:31,1,300.68
T01777,C0101,P039,2024-12-24 11:40:24,2,16.08
T01778,C0162,P068,2024-04-28 14:16:10,3,389.2
T01779,C0101,P066,2024-12-17 22:52:47,4,447.23
T01780,C0143,P078,2024-08-25 08:05:44,1,404.4
T01781,C0112,P007,2024-08-15 03:06:41,4,65.16
T01782,C0191,P057,2024-07-25 17:05:14,3,126.34
T01783,C0009,P023,2024-02-05 07:45:31,1,156.96
T01784,C0059,P025,2024-08-25 05:43:29,4,385.37
T01785,C0045,P084,2024-09-25 19:36:27,2,57.3
T01786,C0099,P075,2024-05-02 00:25:40,1,335.84
T01787,C0073,P094,2024-05-16 16:00:40,4,222.95
T01788,C0079,P094,2024-05-25 20:16:42,3,290.17
T01789,C0030,P025,2024-02-08 17:57:52,1,319.34
T01790,C0039,P009,2024-01-28 04:10:05,4,303.2
T01791,C0075,P054,2024-08-06 14:37:15,1,284.62
T01792,C0039,P032,2024-02-22 21:46:45,4,155.65
T01793,C0103,P033,2024-08-22 05:45:56,2,337.22
T01794,C0145,P045,2024-07-19 09:25:20,2,372.55
T01795,C0111,P065,2024-08-23 15:53:27,2,121.32
T01796,C0028,P050,2024-03-14 17:22:52,3,330.05
T01797,C0169,P073,2024-04-30 17:03:34,3,147.95
T01798,C0165,P086,2024-06-14 21:37:11,1,44.12
T01799,C0138,P047,2024-07-20 16:04:49,3,147.95
T01800,C0037,P059,2024-12-25 09:53:39,2,64.25
T01801,C0088,P041,2024-02-08 03:30:38,1,114.2
T01802,C0050,P029,2024-05-16 11:23:37,1,303.2
T01803,C0159,P022,2024-12-09 14:58:44,4,433.64
T01804,C0182,P074,2024-12-18 18:28:33,2,64.25
T01805,C0061,P045,2024-07-10 08:49:17,1,156.96
T01806,C0139,P085,2024-08-03 06:21:11,1,447.34
T01807,C0188,P052,2024-11-02 19:35:08,1,430.59
T01808,C0162,P059,2024-01-28 18:40:51,3,16.08
T01809,C0068,P048,2024-04-08 10:34:10,2,303.2
T01810,C0127,P062,2024-03-13 02:57:13,4,452.42
T01811,C0045,P006,2024-09-24 16:29:36,3,303.5
T01812,C0036,P002,2024-01-31 14:10:21,2,290.17
T01813,C0021,P062,2024-06-02 10:00:57,2,416.35
T01814,C0084,P097,2024-08-02 13:45:45,1,157.62
T01815,C0191,P005,2024-02-23 13:28:08,1,497.76
T01816,C0196,P050,2024-10-30 12:42:57,1,235.58
T01817,C0198,P025,2024-04-21 19:52:01,2,456.28
T01818,C0024,P050,2024-10-01 14:05:25,1,459.86
T01819,C0173,P020,2024-11-26 07:35:05,2,127.36
T01820,C0148,P078,2024-10-22 12:08:25,1,455.72
T01821,C0109,P038,2024-05-23 19:17:40,2,127.36
T01822,C0138,P051,2024-05-28 14:48:17,1,325.01
T01823,C0013,P045,2024-06-03 19:17:36,4,169.3
T01824,C0183,P050,2024-06-25 22:40:29,4,350.13
T01825,C0174,P057,2024-09-03 03:11:42,4,350.13
T01826,C0054,P089,2024-03-11 15:12:50,2,404.4
T01827,C0095,P053,2024-12-04 20:50:51,2,169.3
T01828,C0003,P070,2024-07-16 14:50:07,1,350.13
T01829,C0067,P085,2024-08-15 00:55:59,2,220.91
T01830,C0139,P084,2024-02-12 15:27:25,1,95.69
T01831,C0178,P057,2024-12-10 01:50:20,1,220.91
T01832,C0065,P089,2024-08-11 00:11:15,1,235.58
T01833,C0132,P083,2024-08-30 20:51:44,1,121.32
T01834,C0164,P039,2024-11-27 08:06:10,3,235.58
T01835,C0122,P021,2024-10-11 20:08:31,4,366.07
T01836,C0109,P089,2024-03-10 16:04:33,2,57.3
T01837,C0014,P067,2024-11-27 08:06:10,2,100.81
T01838,C0068,P097,2024-11-02 20:33:22,3,159.33
T01839,C0034,P074,2024-09-03 03:11:42,3,399.34
T01840,C0017,P040,2024-12-21 02:16:46,2,433.64
T01841,C0142,P006,2024-03-14 17:22:52,3,416.35
T01842,C0165,P058,2024-09-16 22:10:13,3,404.4
T01843,C0161,P079,2024-04-29 19:45:24,1,66.32
T01844,C0012,P097,2024-10-29 22:39:18,4,430.59
T01845,C0197,P045,2024-05-06 13:06:06,1,41.18
T01846,C0125,P055,2024-09-01 21:40:35,4,128.53
T01847,C0048,P069,2024-08-09 08:58:30,3,437.65
T01848,C0103,P088,2024-10-27 05:26:27,3,128.53
T01849,C0050,P028,2024-01-08 13:41:10,4,274.94
T01850,C0062,P054,2024-09-30 17:00:33,4,66.32
T01851,C0111,P060,2024-11-27 05:40:32,3,307.47
T01852,C0051,P097,2024-07-17 07:26:30,4,319.34
T01853,C0069,P003,2024-04-28 10:46:07,2,429.29
T01854,C0082,P075,2024-06-11 15:51:14,1,304.94
T01855,C0023,P030,2024-11-11 03:36:18,4,196.4
T01856,C0034,P047,2024-08-16 19:51:40,1,319.34
T01857,C0043,P037,2024-05-08 03:42:39,2,64.25
T01858,C0079,P072,2024-10-12 03:25:58,2,217.05
T01859,C0025,P084,2024-11-13 04:56:27,4,366.07
T01860,C0035,P019,2024-03-18 09:16:33,2,396.34
T01861,C0086,P002,2024-12-09 14:58:44,1,157.62
T01862,C0114,P054,2024-12-21 00:45:52,1,274.94
T01863,C0093,P072,2024-04-21 10:52:24,2,284.62
T01864,C0045,P019,2024-06-21 15:09:45,3,307.47
T01865,C0037,P056,2024-06-04 06:32:15,2,429.29
T01866,C0191,P069,2024-08-02 03:34:50,2,427.61
T01867,C0123,P045,2024-03-02 16:59:31,3,429.29
T01868,C0153,P049,2024-10-28 14:36:09,2,222.95
T01869,C0054,P045,2024-06-07 08:52:46,1,159.33
T01870,C0111,P059,2024-06-14 08:41:48,2,497.76
T01871,C0013,P094,2024-09-04 02:55:21,2,447.34
T01872,C0155,P089,2024-10-11 20:08:31,1,261.2
T01873,C0178,P028,2024-05-10 03:22:49,1,456.28
T01874,C0025,P053,2024-07-20 11:22:47,1,217.05
T01875,C0165,P047,2024-06-19 02:53:27,2,217.05
T01876,C0185,P025,2024-06-30 00:11:05,3,346.3
T01877,C0126,P022,2024-10-03 20:53:23,3,26.99
T01878,C0084,P083,2024-01-06 13:22:36,3,156.96
T01879,C0077,P095,2024-04-28 14:16:10,1,300.68
T01880,C0184,P056,2024-08-22 03:25:32,4,350.13
T01881,C0147,P053,2024-09-22 07:51:55,4,128.53
T01882,C0163,P087,2024-12-24 11:40:24,4,433.64
T01883,C0100,P018,2024-09-22 23:11:50,1,65.16
T01884,C0069,P097,2024-10-27 05:26:27,4,379.44
T01885,C0017,P004,2024-06-14 11:41:17,4,26.99
T01886,C0027,P096,2024-12-01 20:44:37,1,389.2
T01887,C0061,P079,2024-04-02 07:44:01,3,429.31
T01888,C0021,P022,2024-03-05 18:21:47,2,416.35
T01889,C0042,P063,2024-11-14 13:58:43,1,455.72
T01890,C0175,P043,2024-08-16 19:39:33,3,128.53
T01891,C0024,P078,2024-09-19 14:18:33,2,337.22
T01892,C0036,P026,2024-10-22 02:45:04,1,389.2
T01893,C0067,P086,2024-01-23 12:53:51,4,95.69
T01894,C0191,P011,2024-04-29 10:25:40,4,497.76
T01895,C0165,P015,2024-06-27 23:39:15,4,157.62
T01896,C0087,P014,2024-02-17 18:50:52,3,147.22
T01897,C0065,P078,2024-11-27 17:12:27,1,404.4
T01898,C0076,P015,2024-05-09 09:15:59,2,137.54
T01899,C0196,P013,2024-06-20 04:11:50,3,456.28
T01900,C0041,P092,2024-09-23 20:32:31,4,447.23
T01901,C0164,P083,2024-09-29 16:20:32,1,469.77
T01902,C0165,P017,2024-07-21 03:18:31,3,337.22
T01903,C0088,P013,2024-05-07 01:08:19,4,57.3
T01904,C0101,P031,2024-04-21 19:52:01,4,429.29
T01905,C0029,P062,2024-05-16 16:00:40,1,165.3
T01906,C0048,P026,2024-09-25 20:31:49,2,155.65
T01907,C0021,P087,2024-04-28 20:01:47,1,481.78
T01908,C0147,P038,2024-04-09 18:48:11,1,366.07
T01909,C0147,P017,2024-11-08 12:43:10,2,319.34
T01910,C0109,P081,2024-04-06 16:23:53,2,416.4
T01911,C0004,P064,2024-08-30 20:51:44,1,372.55
T01912,C0057,P058,2024-03-28 19:16:21,3,137.54
T01913,C0033,P022,2024-12-15 01:23:26,1,379.44
T01914,C0108,P073,2024-05-16 09:05:38,3,350.13
T01915,C0143,P089,2024-08-28 20:52:33,3,169.3
T01916,C0133,P064,2024-04-07 14:32:58,1,48.69
T01917,C0022,P096,2024-01-17 09:48:56,2,374.16
T01918,C0164,P013,2024-02-05 18:18:43,2,346.3
T01919,C0054,P023,2024-09-04 20:49:41,3,147.95
T01920,C0031,P026,2024-08-03 22:08:12,1,354.29
T01921,C0106,P052,2024-06-04 06:32:15,2,41.18
T01922,C0193,P064,2024-07-18 00:10:42,4,261.2
T01923,C0064,P039,2024-06-14 08:41:48,4,147.22
T01924,C0162,P087,2024-02-12 15:27:25,4,300.68
T01925,C0149,P083,2024-07-23 20:01:12,3,304.94
T01926,C0084,P056,2024-01-21 08:08:41,1,239.7
T01927,C0085,P041,2024-10-23 16:23:33,4,165.3
T01928,C0054,P008,2024-02-15 07:07:11,3,100.81
T01929,C0068,P095,2024-02-27 16:51:17,3,41.18
T01930,C0087,P061,2024-12-05 17:47:19,4,385.37
T01931,C0017,P007,2024-08-28 04:01:48,1,437.65
T01932,C0012,P054,2024-07-14 14:57:44,2,330.05
T01933,C0030,P051,2024-02-16 11:29:31,2,497.76
T01934,C0028,P034,2024-06-18 10:55:39,2,277.86
T01935,C0057,P020,2024-06-20 19:04:58,2,66.32
T01936,C0162,P002,2024-11-11 16:53:21,3,44.12
T01937,C0082,P075,2024-12-09 14:58:44,1,33.59
T01938,C0056,P004,2024-02-04 00:31:54,3,417.37
T01939,C0010,P011,2024-12-15 00:35:54,2,156.96
T01940,C0136,P074,2024-07-07 23:53:12,2,459.86
T01941,C0121,P006,2024-05-16 11:23:37,1,350.13
T01942,C0075,P069,2024-10-30 08:16:03,4,417.37
T01943,C0149,P022,2024-02-06 16:22:41,2,57.3
T01944,C0169,P073,2024-02-12 03:10:36,2,146.85
T01945,C0005,P040,2024-06-02 13:27:11,4,469.77
T01946,C0081,P029,2024-07-10 02:32:56,2,235.58
T01947,C0051,P076,2024-09-27 23:40:32,1,155.65
T01948,C0196,P038,2024-04-06 03:41:22,2,447.23
T01949,C0197,P064,2024-02-27 18:25:58,2,389.2
T01950,C0108,P023,2024-12-03 01:41:41,4,274.94
T01951,C0045,P078,2024-04-25 14:43:34,2,147.22
T01952,C0004,P098,2024-09-19 03:29:48,4,126.34
T01953,C0043,P016,2024-04-02 02:23:50,2,128.53
T01954,C0052,P059,2024-09-30 11:36:49,4,126.34
T01955,C0041,P040,2024-01-17 18:31:55,3,33.59
T01956,C0003,P040,2024-05-19 06:37:56,1,325.01
T01957,C0077,P054,2024-10-08 23:58:14,4,159.33
T01958,C0101,P011,2024-02-22 18:44:05,4,284.62
T01959,C0053,P087,2024-07-29 19:28:48,4,16.08
T01960,C0049,P063,2024-01-08 16:14:35,3,325.01
T01961,C0114,P094,2024-06-27 12:03:16,4,469.77
T01962,C0076,P025,2024-12-15 21:18:12,3,263.55
T01963,C0109,P099,2024-08-15 03:03:51,4,396.34
T01964,C0016,P077,2024-01-24 09:21:15,2,220.91
T01965,C0193,P073,2024-01-16 00:42:19,4,307.47
T01966,C0193,P091,2024-01-05 13:14:07,2,304.94
T01967,C0182,P026,2024-08-23 09:06:06,2,159.6
T01968,C0026,P071,2024-02-21 23:48:42,1,147.22
T01969,C0099,P038,2024-10-17 00:45:17,4,366.07
T01970,C0057,P089,2024-06-03 19:17:36,4,137.54
T01971,C0196,P074,2024-02-08 17:57:52,3,330.05
T01972,C0115,P056,2024-04-28 14:16:10,2,440.7
T01973,C0084,P022,2024-08-25 16:04:54,3,307.47
T01974,C0163,P054,2024-09-06 06:43:42,3,374.16
T01975,C0108,P013,2024-11-02 12:20:39,1,229.06
T01976,C0150,P003,2024-12-17 04:05:00,2,303.2
T01977,C0070,P039,2024-04-26 17:37:36,4,147.95
T01978,C0004,P069,2024-04-12 14:44:42,1,235.58
T01979,C0037,P094,2024-08-02 21:41:32,3,456.28
T01980,C0165,P084,2024-05-14 23:14:59,1,229.06
T01981,C0012,P067,2024-02-21 04:21:27,1,284.62
T01982,C0111,P061,2024-01-30 00:57:29,1,447.23
T01983,C0054,P027,2024-03-05 10:46:53,2,481.78
T01984,C0127,P010,2024-01-04 16:40:50,3,307.47
T01985,C0148,P068,2024-06-11 23:59:08,1,239.7
T01986,C0143,P058,2024-03-09 09:06:10,4,128.53
T01987,C0162,P051,2024-05-24 09:36:07,4,420.15
T01988,C0093,P084,2024-08-11 04:10:13,2,303.2
T01989,C0106,P050,2024-07-19 14:35:31,3,156.96
T01990,C0002,P036,2024-09-16 22:57:51,2,147.95
T01991,C0171,P068,2024-03-25 13:47:30,2,303.2
T01992,C0083,P015,2024-11-21 12:52:03,1,303.2
T01993,C0017,P096,2024-11-03 05:30:39,3,447.34
T01994,C0092,P066,2024-03-10 02:20:47,3,399.34
T01995,C0012,P045,2024-07-30 21:37:27,1,417.37
T01996,C0109,P023,2024-05-08 03:42:39,3,147.22
T01997,C0017,P020,2024-08-26 13:10:31,3,55.99
T01998,C0169,P048,2024-09-01 11:18:51,2,156.96
T01999,C0126,P052,2024-10-07 07:58:38,3,66.32
T02000,C0183,P054,2024-12-05 07:49:45,4,497.76
T02001,C0015,P044,2024-09-01 11:18:51,4,127.36
T02002,C0194,P051,2024-08-13 03:22:31,3,48.69
T02003,C0023,P084,2024-01-30 17:23:03,2,300.68
T02004,C0073,P027,2024-12-16 09:49:40,2,319.34
T02005,C0139,P049,2024-12-10 21:53:30,3,307.47
T02006,C0105,P057,2024-03-18 04:33:39,2,429.29
T02007,C0135,P096,2024-05-28 14:47:15,1,114.2
T02008,C0068,P042,2024-04-27 05:29:48,3,146.85
T02009,C0034,P031,2024-01-02 19:11:34,1,429.31
T02010,C0043,P084,2024-10-27 05:26:27,3,196.4
T02011,C0006,P079,2024-05-21 03:08:56,4,128.53
T02012,C0086,P054,2024-04-03 12:44:52,3,436.89
T02013,C0076,P009,2024-08-19 08:16:57,3,239.7
T02014,C0030,P068,2024-08-20 02:24:47,4,16.08
T02015,C0135,P061,2024-08-03 19:15:23,3,436.89
T02016,C0185,P087,2024-10-04 20:44:00,1,427.61
T02017,C0154,P001,2024-01-01 16:46:56,1,335.84
T02018,C0191,P097,2024-12-07 12:23:24,3,284.62
T02019,C0054,P087,2024-10-21 12:47:53,4,429.31
T02020,C0065,P015,2024-07-26 15:47:31,2,396.34
T02021,C0098,P036,2024-08-24 19:10:31,4,18.82
T02022,C0118,P006,2024-12-21 02:16:46,3,263.55
T02023,C0040,P038,2024-08-11 07:01:49,2,155.65
T02024,C0190,P048,2024-02-01 19:05:13,2,481.78
T02025,C0143,P039,2024-02-16 19:58:26,3,455.72
T02026,C0022,P029,2024-06-13 07:28:26,4,235.58
T02027,C0117,P015,2024-07-05 23:41:15,2,447.34
T02028,C0160,P033,2024-01-27 06:14:19,2,277.86
T02029,C0021,P096,2024-07-13 13:50:21,2,427.61
T02030,C0084,P062,2024-09-30 10:45:06,3,319.34
T02031,C0091,P028,2024-02-01 15:50:43,4,137.54
T02032,C0190,P070,2024-01-19 03:12:55,1,447.23
T02033,C0039,P069,2024-10-21 04:58:32,1,277.86
T02034,C0056,P027,2024-02-28 14:14:44,4,153.19
T02035,C0075,P006,2024-10-12 03:12:30,4,284.62
T02036,C0141,P062,2024-12-11 17:46:24,1,404.4
T02037,C0143,P043,2024-02-22 21:46:45,3,128.53
T02038,C0045,P009,2024-05-06 18:05:22,3,121.32
T02039,C0169,P089,2024-03-04 05:11:01,3,416.4
T02040,C0160,P067,2024-05-20 13:15:04,2,147.95
T02041,C0045,P076,2024-02-21 18:51:05,3,346.3
T02042,C0098,P080,2024-04-02 02:23:50,4,277.86
T02043,C0067,P054,2024-07-15 20:36:28,4,337.22
T02044,C0047,P096,2024-07-04 05:29:36,4,416.35
T02045,C0022,P081,2024-05-04 11:33:18,4,452.42
T02046,C0167,P029,2024-02-15 07:07:11,3,114.2
T02047,C0068,P025,2024-11-21 12:52:03,3,290.17
T02048,C0112,P039,2024-01-22 14:14:26,1,379.44
T02049,C0163,P029,2024-12-27 18:20:31,4,303.2
T02050,C0161,P091,2024-05-08 21:17:10,2,265.51
T02051,C0105,P055,2024-01-29 19:25:10,1,319.34
T02052,C0191,P050,2024-03-14 08:10:08,3,389.2
T02053,C0041,P023,2024-01-30 13:30:24,1,366.07
T02054,C0147,P049,2024-04-29 19:45:24,3,436.89
T02055,C0175,P084,2024-11-01 12:16:45,3,159.6
T02056,C0157,P067,2024-01-24 09:21:15,4,229.06
T02057,C0145,P054,2024-12-03 18:01:55,1,303.2
T02058,C0134,P061,2024-08-06 20:12:35,2,274.94
T02059,C0105,P019,2024-08-16 08:44:30,4,417.37
T02060,C0015,P078,2024-08-24 18:54:04,2,146.85
T02061,C0147,P071,2024-03-15 04:08:59,2,307.47
T02062,C0081,P013,2024-06-22 21:26:26,4,57.3
T02063,C0073,P047,2024-08-13 23:52:47,4,65.16
T02064,C0116,P064,2024-09-30 23:30:02,1,452.42
T02065,C0042,P068,2024-09-24 21:15:21,3,374.16
T02066,C0156,P028,2024-12-14 00:46:19,4,430.59
T02067,C0178,P007,2024-05-24 16:11:23,1,64.25
T02068,C0121,P076,2024-01-02 11:26:51,2,290.17
T02069,C0072,P022,2024-09-04 20:49:41,3,169.3
T02070,C0185,P016,2024-10-01 14:05:25,4,437.65
T02071,C0143,P007,2024-06-22 20:59:16,2,158.93
T02072,C0154,P087,2024-05-06 19:24:04,4,222.95
T02073,C0037,P006,2024-12-25 21:16:21,1,153.19
T02074,C0171,P059,2024-12-12 13:59:40,4,33.59
T02075,C0145,P015,2024-02-16 19:58:26,2,128.53
T02076,C0013,P053,2024-09-29 16:14:59,3,44.12
T02077,C0086,P070,2024-06-16 05:24:04,4,26.99
T02078,C0129,P020,2024-08-12 05:20:19,1,156.96
T02079,C0049,P048,2024-12-14 00:46:19,4,126.34
T02080,C0109,P008,2024-07-10 07:04:02,4,416.4
T02081,C0179,P030,2024-07-16 14:50:07,2,165.3
T02082,C0162,P032,2024-08-02 21:41:32,2,229.06
T02083,C0191,P027,2024-09-22 23:11:50,1,196.4
T02084,C0037,P076,2024-08-10 15:04:27,2,295.58
T02085,C0062,P069,2024-03-09 09:06:10,1,44.12
T02086,C0065,P059,2024-12-12 18:55:55,3,416.4
T02087,C0141,P056,2024-05-14 23:14:59,3,114.2
T02088,C0066,P069,2024-08-01 14:20:03,4,396.34
T02089,C0016,P061,2024-08-23 15:53:27,3,33.59
T02090,C0200,P032,2024-11-02 10:20:14,4,459.86
T02091,C0194,P036,2024-05-08 21:17:10,1,416.4
T02092,C0068,P093,2024-05-08 15:48:20,1,454.53
T02093,C0121,P029,2024-08-16 02:29:10,1,404.4
T02094,C0173,P081,2024-07-19 14:35:31,3,389.2
T02095,C0195,P077,2024-04-08 20:47:01,4,374.16
T02096,C0189,P083,2024-06-25 22:10:47,2,64.25
T02097,C0197,P067,2024-01-31 01:11:48,3,337.91
T02098,C0017,P037,2024-12-03 12:54:48,1,303.5
T02099,C0149,P026,2024-11-27 10:42:19,3,156.96
T02100,C0156,P052,2024-07-26 21:44:47,4,330.05
T02101,C0043,P016,2024-09-21 09:44:39,3,389.2
T02102,C0053,P043,2024-06-19 15:07:10,3,488.63
T02103,C0124,P061,2024-09-10 09:50:48,1,165.3
T02104,C0036,P091,2024-04-19 05:04:38,2,64.25
T02105,C0093,P062,2024-10-29 22:39:18,4,350.13
T02106,C0134,P008,2024-05-20 06:17:43,3,346.3
T02107,C0187,P022,2024-09-01 21:40:35,1,374.16
T02108,C0001,P079,2024-04-05 03:20:25,3,440.7
T02109,C0126,P034,2024-07-19 09:25:20,1,156.96
T02110,C0157,P019,2024-01-20 04:23:56,2,137.54
T02111,C0029,P062,2024-02-21 04:21:27,3,346.3
T02112,C0122,P077,2024-04-08 10:34:10,4,128.53
T02113,C0153,P042,2024-04-24 05:30:39,2,330.05
T02114,C0024,P021,2024-05-09 03:52:43,4,437.65
T02115,C0072,P059,2024-07-30 12:47:07,2,155.65
T02116,C0175,P059,2024-04-16 21:50:49,1,44.12
T02117,C0085,P022,2024-06-20 04:13:03,4,66.32
T02118,C0184,P009,2024-05-03 18:35:03,2,335.84
T02119,C0039,P039,2024-10-05 06:56:28,3,66.32
T02120,C0003,P010,2024-07-20 16:04:49,2,374.16
T02121,C0004,P087,2024-05-04 20:38:52,2,274.94
T02122,C0106,P007,2024-11-02 20:33:22,2,290.17
T02123,C0073,P001,2024-09-09 04:31:40,3,137.54
T02124,C0194,P013,2024-01-01 03:54:19,3,354.81
T02125,C0193,P058,2024-06-02 17:24:55,2,263.55
T02126,C0066,P067,2024-09-30 00:40:17,4,427.61
T02127,C0013,P054,2024-05-11 07:45:26,2,156.96
T02128,C0019,P083,2024-02-01 19:05:13,4,427.61
T02129,C0109,P025,2024-08-28 05:03:00,2,159.6
T02130,C0160,P059,2024-05-09 03:14:51,4,452.42
T02131,C0122,P089,2024-07-26 00:21:59,4,277.86
T02132,C0067,P083,2024-03-13 04:00:25,1,337.22
T02133,C0047,P062,2024-03-04 05:11:01,4,303.2
T02134,C0023,P057,2024-07-18 20:01:21,4,100.81
T02135,C0021,P090,2024-01-01 03:54:19,3,416.4
T02136,C0073,P092,2024-12-17 22:52:47,1,338.66
T02137,C0103,P087,2024-04-07 16:46:45,4,300.68
T02138,C0068,P040,2024-09-16 22:10:13,1,433.64
T02139,C0109,P056,2024-10-01 04:39:43,3,374.16
T02140,C0188,P081,2024-07-30 23:32:12,2,235.58
T02141,C0162,P045,2024-04-20 22:54:54,3,100.81
T02142,C0158,P086,2024-07-05 23:41:15,2,385.37
T02143,C0175,P020,2024-09-25 19:36:27,2,229.06
T02144,C0162,P038,2024-01-08 11:31:27,2,300.68
T02145,C0070,P070,2024-03-30 09:01:31,1,433.64
T02146,C0008,P013,2024-10-24 08:30:27,4,114.2
T02147,C0029,P097,2024-02-06 15:02:30,2,33.59
T02148,C0059,P098,2024-04-09 18:48:11,2,114.2
T02149,C0192,P024,2024-09-03 03:11:42,2,299.93
T02150,C0092,P027,2024-02-18 00:12:39,3,277.86
T02151,C0159,P080,2024-01-13 10:46:55,3,429.29
T02152,C0098,P034,2024-12-15 03:43:35,3,417.37
T02153,C0049,P005,2024-09-04 22:08:05,2,396.34
T02154,C0162,P009,2024-07-11 15:32:56,1,57.3
T02155,C0104,P015,2024-03-11 15:12:50,2,416.35
T02156,C0109,P006,2024-05-14 14:21:56,4,488.63
T02157,C0043,P045,2024-12-11 17:46:24,1,335.84
T02158,C0162,P007,2024-01-01 14:29:52,1,64.38
T02159,C0162,P093,2024-12-16 14:32:21,4,274.94
T02160,C0076,P076,2024-04-09 18:48:11,2,235.58
T02161,C0090,P084,2024-07-12 10:03:14,3,261.2
T02162,C0169,P097,2024-01-30 17:23:03,3,126.34
T02163,C0169,P001,2024-03-21 15:10:10,4,114.2
T02164,C0061,P049,2024-12-09 11:44:44,2,159.6
T02165,C0145,P057,2024-12-15 00:35:54,2,239.7
T02166,C0188,P061,2024-06-19 15:07:10,3,137.54
T02167,C0024,P012,2024-03-01 16:19:14,3,156.96
T02168,C0063,P061,2024-02-21 23:48:42,1,303.2
T02169,C0179,P067,2024-11-27 05:40:32,3,284.62
T02170,C0098,P001,2024-07-24 17:40:37,3,30.59
T02171,C0172,P079,2024-08-28 02:11:58,4,57.3
T02172,C0057,P061,2024-05-18 16:57:20,2,416.35
T02173,C0147,P090,2024-10-22 02:45:04,2,16.08
T02174,C0037,P015,2024-12-01 20:44:37,1,227.26
T02175,C0172,P069,2024-02-23 13:28:08,1,374.16
T02176,C0050,P084,2024-06-04 00:03:44,4,44.12
T02177,C0100,P069,2024-01-21 13:21:23,2,488.63
T02178,C0096,P013,2024-11-20 09:53:42,4,335.84
T02179,C0181,P051,2024-12-07 12:23:24,4,379.44
T02180,C0037,P038,2024-11-11 16:53:21,4,366.07
T02181,C0087,P064,2024-06-14 21:37:11,2,354.29
T02182,C0054,P061,2024-05-11 17:59:31,4,121.32
T02183,C0164,P075,2024-10-22 08:13:50,4,157.62
T02184,C0017,P015,2024-06-12 22:33:14,2,456.28
T02185,C0183,P091,2024-03-01 16:19:14,1,447.34
T02186,C0039,P016,2024-08-30 06:42:27,4,303.2
T02187,C0100,P058,2024-09-06 12:12:21,1,396.34
T02188,C0173,P066,2024-05-23 19:17:40,4,290.17
T02189,C0109,P043,2024-03-05 04:58:09,2,420.15
T02190,C0161,P097,2024-12-06 16:22:54,3,385.37
T02191,C0172,P036,2024-03-28 19:16:21,4,147.95
T02192,C0082,P047,2024-03-05 23:39:40,1,229.06
T02193,C0187,P060,2024-08-04 12:38:25,2,30.59
T02194,C0037,P010,2024-10-12 06:41:00,1,330.05
T02195,C0174,P058,2024-11-22 19:56:10,3,304.94
T02196,C0102,P063,2024-08-13 22:51:21,1,497.76
T02197,C0164,P022,2024-10-29 22:39:18,3,41.18
T02198,C0131,P083,2024-02-06 16:22:41,1,100.81
T02199,C0199,P080,2024-08-13 03:22:31,3,447.23
T02200,C0066,P093,2024-09-12 09:37:09,4,65.16
T02201,C0042,P062,2024-11-29 23:39:00,4,497.76
T02202,C0188,P090,2024-08-24 01:19:18,3,114.2
T02203,C0003,P025,2024-05-13 07:24:49,4,263.55
T02204,C0176,P048,2024-05-11 07:45:26,2,300.68
T02205,C0179,P027,2024-11-16 18:14:23,1,454.53
T02206,C0034,P081,2024-02-22 21:46:45,3,303.2
T02207,C0059,P058,2024-07-07 12:28:18,4,354.81
T02208,C0066,P067,2024-01-31 14:10:21,4,159.33
T02209,C0085,P040,2024-03-11 17:07:12,4,455.72
